Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Reduzierung von Prozeßstauungen vor kritischen Abschnitten mittels Teillistensperrung","Computing","","19","2","10.1007/BF02252349","Dipl.-Math. G. LiefländerDipl.-Inform G. Nees","1977","http://link.springer.com/article/10.1007/BF02252349","Article"
"Buchbesprechungen","Computing","","8","1 - 2","10.1007/BF02234057","W. BaronH. J. Stetter","1971","http://link.springer.com/article/10.1007/BF02234057","Article"
"Least-Squares-Lösungen und Dämpfung bei unterbestimmten nichtlinearen Gleichungssystemen","Computing","","19","2","10.1007/BF02252353","Dipl.-Math. Dr.-Ing. H. -J. SchekDipl.-Math. R. Eggensperger","1977","http://link.springer.com/article/10.1007/BF02252353","Article"
"Die Approximation der Lösungen gemischter Randwertprobleme quasilinearer elliptischer Differentialgleichungen","Computing","","13","3 - 4","10.1007/BF02241719","Dr. H. D. Mittelmann","1974","http://link.springer.com/article/10.1007/BF02241719","Article"
"Über das Produkt von Intervallpolynomen","Computing","","13","3 - 4","10.1007/BF02241723","H. Ratschek","1974","http://link.springer.com/article/10.1007/BF02241723","Article"
"Automatische Abbildung eines planaren Graphen in die Ebene mit beliebig vorgebbaren Örtern der Knotenbilder","Computing","","20","1","10.1007/BF02241902","Dr. R. Koppe","1978","http://link.springer.com/article/10.1007/BF02241902","Article"
"Iterationsverfahren bei der konformen Abbildung","Computing","","1","2","10.1007/BF02342624","Dr. W. Niethammer","1966","http://link.springer.com/article/10.1007/BF02342624","Article"
"Vergröberung von Intervallpolynomen","Computing","","15","4","10.1007/BF02260317","Dr. W. Appelt","1975","http://link.springer.com/article/10.1007/BF02260317","Article"
"A heuristic approach to algorithms intended for the solution of the timetable-problem","Computing","","4","4","10.1007/BF02235469","D. Lazak","1969","http://link.springer.com/article/10.1007/BF02235469","Article"
"Iterative Lösung nichtlinearer Gleichungssysteme und Diskretisierungsverfahren bei elliptischen Differentialgleichungen","Computing","","5","3","10.1007/BF02248028","Dr. Th. MeisProf. Dr. W. Törnig","1970","http://link.springer.com/article/10.1007/BF02248028","Article"
"Computational experiences with discrete Lp-Approximation","Computing","","12","4","10.1007/BF02253335","Dr. G. MerleDr. H. Späth","1974","http://link.springer.com/article/10.1007/BF02253335","Article"
"Algorithmus 13 Lösung eines Optimum-Mix-Problemes","Computing","","5","3","10.1007/BF02248032","Prof. Dr. R. AlbrechtDr. B. Buchberger","1970","http://link.springer.com/article/10.1007/BF02248032","Article"
"Zur Intervallrechnung in linearen Räumen","Computing","","11","1","10.1007/BF02239475","Dr. M. KrachtDr. G. Schröder","1973","http://link.springer.com/article/10.1007/BF02239475","Article"
"Über die Verteilung der Binärziffern einer gemessenen Größe","Computing","","3","4","10.1007/BF02235401","Prof. Dr. W. Knödel","1968","http://link.springer.com/article/10.1007/BF02235401","Article"
"Nichtlineare Optimierung mit unendlich vielen Nebenbedingungen","Computing","","7","3 - 4","10.1007/BF02242347","Dr. Werner Krabs","1971","http://link.springer.com/article/10.1007/BF02242347","Article"
"A note on unconditional fixed-h stability of linear multistep formulae","Computing","","7","3 - 4","10.1007/BF02242351","F. OdehW. Liniger","1971","http://link.springer.com/article/10.1007/BF02242351","Article"
"A new technique for the numerical solution of Fredholm integral equations","Computing","","3","2","10.1007/BF02277455","Prof. R. Bellman","1968","http://link.springer.com/article/10.1007/BF02277455","Article"
"Elementare Darstellung der schnellen Fouriertransformation","Computing","","18","2","10.1007/BF02243620","Prof. Dr. H. R. Schwarz","1977","http://link.springer.com/article/10.1007/BF02243620","Article"
"Die binären Systeme der Intervallarithmetik","Computing","","6","3 - 4","10.1007/BF02238814","Dr. H. Ratschek","1970","http://link.springer.com/article/10.1007/BF02238814","Article"
"An algorithm for finding a minimal equivalent graph of a strongly connected digraph","Computing","","21","3","10.1007/BF02253052","Dr. S. Martello","1979","http://link.springer.com/article/10.1007/BF02253052","Article"
