"Contents of the DL"
"CONTENT TYPE","TITLE","ABBR","ISSN","e-ISSN","PUBLICATION RANGE: START","PUBLICATION RANGE: LATEST PUBLISHED","SHORTCUT URL","ARCHIVE URL"
"Conference Proceedings","SETMDM: Software Engineering for Tailor-Made Data Management","","","","2008 (March 2008)","2008 (March 2008)","http://dl.acm.org/proceedings/setmdm/","http://dl.acm.org/proceedings/setmdm/archive/"
"Conference Proceedings","SGP: Symposium on Geometry Processing","","","","2003 (June 2003)","2016 (June 2016)","http://dl.acm.org/proceedings/sgp/","http://dl.acm.org/proceedings/sgp/archive/"
"Conference Proceedings","SHARK: Sharing and Reusing Architectural Knowledge","","","","2007 (May 2007)","2011 (May 2011)","http://dl.acm.org/proceedings/shark/","http://dl.acm.org/proceedings/shark/archive/"
"Conference Proceedings","SICOSIM: SICOSIM","","","","1972 (October 1972)","1973 (October 1973)","http://dl.acm.org/proceedings/sicosim/","http://dl.acm.org/proceedings/sicosim/archive/"
"Conference Proceedings","SIGAda: SIGAda International Conference on Ada","","","","1985 (May 1985)","2011 (November 2011)","http://dl.acm.org/proceedings/sigada/","http://dl.acm.org/proceedings/sigada/archive/"
"Conference Proceedings","SIGBDP: SIGBDP Conference on Trends and Directions in Expert Systems","","","","1990 (September 1990)","1990 (September 1990)","http://dl.acm.org/proceedings/sigbdp/","http://dl.acm.org/proceedings/sigbdp/archive/"
"Conference Proceedings","SIGCOMM LA: Data Communication in Latin America and the Caribbean","","","","2001 (April 2001)","2001 (April 2001)","http://dl.acm.org/proceedings/sigcommla/","http://dl.acm.org/proceedings/sigcommla/archive/"
"Conference Proceedings","SIGCOMM: ACM SIGCOMM","","","","1977 (September 1977)","2018 (August 2018)","http://dl.acm.org/proceedings/sigcomm/","http://dl.acm.org/proceedings/sigcomm/archive/"
"Conference Proceedings","SIGCSE: Computer Science Education","","","","1970 (January 1970)","2019 (February 2019)","http://dl.acm.org/proceedings/sigcse/","http://dl.acm.org/proceedings/sigcse/archive/"
"Conference Proceedings","SIGDOC: Design of Communication","","","","1982 (January 1982)","2018 (August 2018)","http://dl.acm.org/proceedings/sigdoc/","http://dl.acm.org/proceedings/sigdoc/archive/"
"Conference Proceedings","SIGFIDET: Data Description, Access and Control","","","","1970 (November 1970)","1975 (January 1975)","http://dl.acm.org/proceedings/sigfidet/","http://dl.acm.org/proceedings/sigfidet/archive/"
"Conference Proceedings","SIGGRAPH Asia: Computer Graphics and Interactive Techniques Conference - Asia","","","","2008 (December 2008)","2019 (January 2019)","http://dl.acm.org/proceedings/siggraphasia/","http://dl.acm.org/proceedings/siggraphasia/archive/"
"Conference Proceedings","SIGGRAPH: Computer Graphics and Interactive Techniques Conference","","","","1974 (July 1974)","2018 (August 2018)","http://dl.acm.org/proceedings/siggraph/","http://dl.acm.org/proceedings/siggraph/archive/"
"Conference Proceedings","SIGIR: Information Retrieval","","","","1971 (April 1971)","2018 (June 2018)","http://dl.acm.org/proceedings/sigir/","http://dl.acm.org/proceedings/sigir/archive/"
"Conference Proceedings","SIGITE: Information Technology Education","","","","2003 (October 2003)","2018 (September 2018)","http://dl.acm.org/proceedings/sigite/","http://dl.acm.org/proceedings/sigite/archive/"
"Conference Proceedings","SIGME: SIGME Symposium","","","","1973 (January 1973)","1973 (January 1973)","http://dl.acm.org/proceedings/sigme/","http://dl.acm.org/proceedings/sigme/archive/"
"Conference Proceedings","SIGMETRICS: Measurement and Modeling of Computer Systems","","","","1974 (January 1974)","2018 (June 2018)","http://dl.acm.org/proceedings/sigmetrics/","http://dl.acm.org/proceedings/sigmetrics/archive/"
"Conference Proceedings","SIGMINI: SIGMINI Symposium on Small Systems","","","","1976 (March 1976)","1978 (August 1978)","http://dl.acm.org/proceedings/sigmini/","http://dl.acm.org/proceedings/sigmini/archive/"
"Conference Proceedings","SIGMOD: Management of Data","","","","1975 (May 1975)","2018 (May 2018)","http://dl.acm.org/proceedings/sigmod/","http://dl.acm.org/proceedings/sigmod/archive/"
"Conference Proceedings","SIGPLAN: SIGPLAN Symposium","","","","1973 (November 1973)","1987 (July 1987)","http://dl.acm.org/proceedings/sigplan/","http://dl.acm.org/proceedings/sigplan/archive/"
"Conference Proceedings","SIGSMALL: SIGSMALL/PC Symposium on Small Systems","","","","1979 (October 1979)","1991 (May 1991)","http://dl.acm.org/proceedings/sigsmall/","http://dl.acm.org/proceedings/sigsmall/archive/"
"Conference Proceedings","SIGSOFT: Foundations of Software Engineering","","","","1983 (January 1983)","2016 (November 2016)","http://dl.acm.org/proceedings/sigsoft/","http://dl.acm.org/proceedings/sigsoft/archive/"
"Conference Proceedings","SIGUCCS: User Services","","","","1972 (January 1972)","2018 (September 2018)","http://dl.acm.org/proceedings/siguccs/","http://dl.acm.org/proceedings/siguccs/archive/"
"Conference Proceedings","SIMPLEX: Simplifying Complex Network for Practitioners","","","","2009 (July 2009)","2012 (April 2012)","http://dl.acm.org/proceedings/simplex/","http://dl.acm.org/proceedings/simplex/archive/"
"Conference Proceedings","SIMUTools: Simulation Tools and Techniques","","","","2010 (March 2010)","2017 (September 2017)","http://dl.acm.org/proceedings/simutools/","http://dl.acm.org/proceedings/simutools/archive/"
"Conference Proceedings","SIN: Security of Information and Networks","","","","2009 (October 2009)","2018 (September 2018)","http://dl.acm.org/proceedings/sin/","http://dl.acm.org/proceedings/sin/archive/"
"Conference Proceedings","SINTER: Software Integration and Evolution at Runtime","","","","2009 (August 2009)","2009 (August 2009)","http://dl.acm.org/proceedings/sinter/","http://dl.acm.org/proceedings/sinter/archive/"
"Conference Proceedings","SIPE: Services Integration in Pervasive Environments","","","","2008 (July 2008)","2009 (July 2009)","http://dl.acm.org/proceedings/sipe/","http://dl.acm.org/proceedings/sipe/archive/"
"Conference Proceedings","SISAP: Similarity Search and Applications","","","","2008 (April 2008)","2011 (June 2011)","http://dl.acm.org/proceedings/sisap/","http://dl.acm.org/proceedings/sisap/archive/"
"Conference Proceedings","SLIP: System Level Interconnect Prediction","","","","2000 (April 2000)","2018 (June 2018)","http://dl.acm.org/proceedings/slip/","http://dl.acm.org/proceedings/slip/archive/"
"Conference Proceedings","SLIPE: Symposium on Language Issues in Programming Environments","","","","1985 (June 1985)","1985 (June 1985)","http://dl.acm.org/proceedings/slipe/","http://dl.acm.org/proceedings/slipe/archive/"
"Conference Proceedings","SM: Solid Modelling and Applications","","","","1991 (May 1991)","2004 (June 2004)","http://dl.acm.org/proceedings/sm/","http://dl.acm.org/proceedings/sm/archive/"
"Conference Proceedings","SMARTGRAPH: Smart Graphics","","","","2002 (June 2002)","2002 (June 2002)","http://dl.acm.org/proceedings/smartgraph/","http://dl.acm.org/proceedings/smartgraph/archive/"
"Conference Proceedings","SMCtools: Tools for Solving Structured Markov Chains","","","","2006 (October 2006)","2006 (October 2006)","http://dl.acm.org/proceedings/smctools/","http://dl.acm.org/proceedings/smctools/archive/"
"Conference Proceedings","SMT: Satisfiability Modulo Theories","","","","2008 (July 2008)","2009 (August 2009)","http://dl.acm.org/proceedings/smt/","http://dl.acm.org/proceedings/smt/archive/"
"Conference Proceedings","SMUC: Search and Mining User-generated Contents","","","","2010 (October 2010)","2011 (October 2011)","http://dl.acm.org/proceedings/smuc/","http://dl.acm.org/proceedings/smuc/archive/"
"Conference Proceedings","SMVC: Surreal Media and Virtual Cloning","","","","2010 (October 2010)","2010 (October 2010)","http://dl.acm.org/proceedings/smvc/","http://dl.acm.org/proceedings/smvc/archive/"
"Conference Proceedings","SNA-KDD: Social Network Mining and Analysis","","","","2009 (June 2009)","2014 (August 2014)","http://dl.acm.org/proceedings/sna-kdd/","http://dl.acm.org/proceedings/sna-kdd/archive/"
"Conference Proceedings","SNAPI: Storage Network Architecture and Parallel I/Os","","","","2003 (September 2003)","2004 (September 2004)","http://dl.acm.org/proceedings/snapi/","http://dl.acm.org/proceedings/snapi/archive/"
"Conference Proceedings","SNC: Symbolic-Numeric Computation","","","","2007 (July 2007)","2014 (July 2014)","http://dl.acm.org/proceedings/snc/","http://dl.acm.org/proceedings/snc/archive/"
"Conference Proceedings","SNS: Social Network Systems","","","","2010 (April 2010)","2012 (April 2012)","http://dl.acm.org/proceedings/sns/","http://dl.acm.org/proceedings/sns/archive/"
"Conference Proceedings","SOAR: Self-organizing Architectures","","","","2010 (June 2010)","2010 (June 2010)","http://dl.acm.org/proceedings/soar/","http://dl.acm.org/proceedings/soar/archive/"
"Conference Proceedings","SOCP: Service-oriented Computing Performance","","","","2007 (June 2007)","2007 (June 2007)","http://dl.acm.org/proceedings/socp/","http://dl.acm.org/proceedings/socp/archive/"
"Conference Proceedings","SODA: Symposium on Discrete Algorithms","","","","1990 (January 1990)","2019 (January 2019)","http://dl.acm.org/proceedings/soda/","http://dl.acm.org/proceedings/soda/archive/"
"Conference Proceedings","SOMITAS: Software Organisation and Monitoring of Ambient Systems","","","","2008 (February 2008)","2008 (February 2008)","http://dl.acm.org/proceedings/somitas/","http://dl.acm.org/proceedings/somitas/archive/"
"Conference Proceedings","SOQUA: Software Quality Assurance","","","","2006 (November 2006)","2007 (September 2007)","http://dl.acm.org/proceedings/soqua/","http://dl.acm.org/proceedings/soqua/archive/"
"Conference Proceedings","SOSE: Service-Oriented Software Engineering","","","","2006 (May 2006)","2006 (May 2006)","http://dl.acm.org/proceedings/sose/","http://dl.acm.org/proceedings/sose/archive/"
"Conference Proceedings","SOSOC: Security in Opportunistic and Social networks","","","","2008 (September 2008)","2008 (September 2008)","http://dl.acm.org/proceedings/sosoc/","http://dl.acm.org/proceedings/sosoc/archive/"
"Conference Proceedings","SOSP: Symposium on Operating Systems Principles","","","","1967 (January 1967)","2017 (October 2017)","http://dl.acm.org/proceedings/sosp/","http://dl.acm.org/proceedings/sosp/archive/"
"Conference Proceedings","SOUPS: Symposium on Usable Privacy and Security","","","","2005 (July 2005)","2013 (July 2013)","http://dl.acm.org/proceedings/soups/","http://dl.acm.org/proceedings/soups/archive/"
"Conference Proceedings","SP: Security and Privacy","","","","1996 (May 1996)","1996 (May 1996)","http://dl.acm.org/proceedings/sp/","http://dl.acm.org/proceedings/sp/archive/"
"Conference Proceedings","SPAA: Symposium on Parallelism in Algorithms and Architectures","","","","1989 (March 1989)","2018 (July 2018)","http://dl.acm.org/proceedings/spaa/","http://dl.acm.org/proceedings/spaa/archive/"
"Conference Proceedings","SPDT: Parallel and Distributed Tools","","","","1996 (January 1996)","1998 (August 1998)","http://dl.acm.org/proceedings/spdt/","http://dl.acm.org/proceedings/spdt/archive/"
"Conference Proceedings","SPIMACS: Security and Privacy in Medical and Home-Care Systems","","","","2009 (November 2009)","2010 (October 2010)","http://dl.acm.org/proceedings/spimacs/","http://dl.acm.org/proceedings/spimacs/archive/"
"Conference Proceedings","SPIN: SPIN workshop on Model Checking of Software","","","","2001 (May 2001)","2017 (July 2017)","http://dl.acm.org/proceedings/spin/","http://dl.acm.org/proceedings/spin/archive/"
"Conference Proceedings","SPLASH: Object-Oriented Programming Systems, Languages, and Applications","","","","1986 (June 1986)","2017 (October 2017)","http://dl.acm.org/proceedings/splash/","http://dl.acm.org/proceedings/splash/archive/"
"Conference Proceedings","SPLAT: Software Engineering Properties of Languages and Aspect Technologies","","","","2007 (March 2007)","2008 (March 2008)","http://dl.acm.org/proceedings/splat/","http://dl.acm.org/proceedings/splat/archive/"
"Conference Proceedings","SPM: Geometric and Physical Modeling","","","","2005 (June 2005)","2010 (September 2010)","http://dl.acm.org/proceedings/spm/","http://dl.acm.org/proceedings/spm/archive/"
"Conference Proceedings","SPRINGL: Security and Privacy in GIS and LBS","","","","2008 (November 2008)","2011 (November 2011)","http://dl.acm.org/proceedings/springl/","http://dl.acm.org/proceedings/springl/archive/"
"Conference Proceedings","SRMC: Story Representation, Mechanism and Context","","","","2004 (October 2004)","2008 (October 2008)","http://dl.acm.org/proceedings/srmc/","http://dl.acm.org/proceedings/srmc/archive/"
"Conference Proceedings","SSCS: Searching Spontaneous COnversational Speech","","","","2009 (October 2009)","2010 (October 2010)","http://dl.acm.org/proceedings/sscs/","http://dl.acm.org/proceedings/sscs/archive/"
"Conference Proceedings","SSEE: Summit on Software Engineering Eductation","","","","2006 (May 2006)","2006 (May 2006)","http://dl.acm.org/proceedings/ssee/","http://dl.acm.org/proceedings/ssee/archive/"
"Conference Proceedings","SSM: Search in Social Media","","","","2008 (October 2008)","2008 (October 2008)","http://dl.acm.org/proceedings/ssm/","http://dl.acm.org/proceedings/ssm/archive/"
"Conference Proceedings","SSPS: Scalable Stream Processing System","","","","2008 (March 2008)","2008 (March 2008)","http://dl.acm.org/proceedings/ssps/","http://dl.acm.org/proceedings/ssps/archive/"
"Conference Proceedings","SSPW: Social Signal Processing","","","","2010 (October 2010)","2010 (October 2010)","http://dl.acm.org/proceedings/sspw/","http://dl.acm.org/proceedings/sspw/archive/"
"Conference Proceedings","SSR: Symposium on Software Reusability","","","","1995 (August 1995)","2001 (May 2001)","http://dl.acm.org/proceedings/ssr/","http://dl.acm.org/proceedings/ssr/archive/"
"Conference Proceedings","SSRS: Survivable and Self-Regenerative Systems","","","","2003 (October 2003)","2003 (October 2003)","http://dl.acm.org/proceedings/ssrs/","http://dl.acm.org/proceedings/ssrs/archive/"
"Conference Proceedings","STC: Scalable Trusted Computing","","","","2006 (November 2006)","2012 (October 2012)","http://dl.acm.org/proceedings/stc/","http://dl.acm.org/proceedings/stc/archive/"
"Conference Proceedings","STOC: Symposium on Theory of Computing","","","","1969 (May 1969)","2018 (June 2018)","http://dl.acm.org/proceedings/stoc/","http://dl.acm.org/proceedings/stoc/archive/"
"Conference Proceedings","STOP: Script to Program Evolution","","","","2009 (July 2009)","2009 (July 2009)","http://dl.acm.org/proceedings/stop/","http://dl.acm.org/proceedings/stop/archive/"
"Conference Proceedings","STOV: Software Test Output Validation","","","","2010 (July 2010)","2010 (July 2010)","http://dl.acm.org/proceedings/stov/","http://dl.acm.org/proceedings/stov/archive/"
"Conference Proceedings","SUITE: Search-driven Development: Users, Infrastructure, Tools and Evaluation","","","","2009 (May 2009)","2011 (May 2011)","http://dl.acm.org/proceedings/suite/","http://dl.acm.org/proceedings/suite/archive/"
"Conference Proceedings","SVR: SIGGRAPH Video Review","","","","2000 (July 2000)","2011 (August 2011)","http://dl.acm.org/proceedings/svr/","http://dl.acm.org/proceedings/svr/archive/"
"Conference Proceedings","SWS: Secure Web Services","","","","2004 (October 2004)","2009 (November 2009)","http://dl.acm.org/proceedings/sws/","http://dl.acm.org/proceedings/sws/archive/"
"Conference Proceedings","SWSM: Social Web Search and Mining","","","","2009 (November 2009)","2009 (November 2009)","http://dl.acm.org/proceedings/swsm/","http://dl.acm.org/proceedings/swsm/archive/"
"Conference Proceedings","SYANCO: Synthesis and Analysis of Component Connectors","","","","2007 (September 2007)","2007 (September 2007)","http://dl.acm.org/proceedings/syanco/","http://dl.acm.org/proceedings/syanco/archive/"
"Conference Proceedings","SYMSAC: Symposium on Symbolic and Algebraic Computation","","","","1966 (January 1966)","1986 (October 1986)","http://dl.acm.org/proceedings/symsac/","http://dl.acm.org/proceedings/symsac/archive/"
"Conference Proceedings","SYSTOR: Experimental Systems Conference","","","","2009 (May 2009)","2018 (June 2018)","http://dl.acm.org/proceedings/systor/","http://dl.acm.org/proceedings/systor/archive/"
"Conference Proceedings","SafeConfig: Assurable and Usable Security Configuration","","","","2009 (November 2009)","2017 (November 2017)","http://dl.acm.org/proceedings/safeconfig/","http://dl.acm.org/proceedings/safeconfig/archive/"
"Conference Proceedings","Sandbox: Symposium on Video Games","","","","2006 (July 2006)","2011 (August 2011)","http://dl.acm.org/proceedings/sandbox/","http://dl.acm.org/proceedings/sandbox/archive/"
"Conference Proceedings","SecPerU: Security, Privacy and Trust in Pervasive and Ubiquitous Computing","","","","2008 (July 2008)","2008 (July 2008)","http://dl.acm.org/proceedings/secperu/","http://dl.acm.org/proceedings/secperu/archive/"
"Conference Proceedings","SecuCode: Secure Execution of Untrusted Code","","","","2009 (November 2009)","2009 (November 2009)","http://dl.acm.org/proceedings/secucode/","http://dl.acm.org/proceedings/secucode/archive/"
"Conference Proceedings","SecureComm: Security and Privacy in Communication Netowrks","","","","2008 (September 2008)","2008 (September 2008)","http://dl.acm.org/proceedings/securecomm/","http://dl.acm.org/proceedings/securecomm/archive/"
"Conference Proceedings","SenSys: Embedded Networked Sensor Systems","","","","2003 (November 2003)","2018 (November 2018)","http://dl.acm.org/proceedings/sensys/","http://dl.acm.org/proceedings/sensys/archive/"
"Conference Proceedings","SensorKDD: Knowledge Discovery from Sensor Data","","","","2009 (June 2009)","2012 (August 2012)","http://dl.acm.org/proceedings/sensorkdd/","http://dl.acm.org/proceedings/sensorkdd/archive/"
"Conference Proceedings","SoCC: Cloud Computing","","","","2010 (June 2010)","2018 (October 2018)","http://dl.acm.org/proceedings/socc/","http://dl.acm.org/proceedings/socc/archive/"
"Conference Proceedings","SoCG: Computational Geometry","","","","1985 (June 1985)","2014 (June 2014)","http://dl.acm.org/proceedings/socg/","http://dl.acm.org/proceedings/socg/archive/"
"Conference Proceedings","SoD: Science of Design","","","","2007 (March 2007)","2007 (March 2007)","http://dl.acm.org/proceedings/sod/","http://dl.acm.org/proceedings/sod/archive/"
"Conference Proceedings","SoICT: Information and Communication Technology","","","","2010 (August 2010)","2018 (December 2018)","http://dl.acm.org/proceedings/soict/","http://dl.acm.org/proceedings/soict/archive/"
"Conference Proceedings","SoSEA: Social Software Engineering Applications","","","","2009 (August 2009)","2009 (August 2009)","http://dl.acm.org/proceedings/sosea/","http://dl.acm.org/proceedings/sosea/archive/"
"Conference Proceedings","SocialNets: Social Network Systems","","","","2008 (April 2008)","2009 (March 2009)","http://dl.acm.org/proceedings/socialnets/","http://dl.acm.org/proceedings/socialnets/archive/"
"Conference Proceedings","SoftVis: Software Visualization","","","","2003 (June 2003)","2010 (October 2010)","http://dl.acm.org/proceedings/softvis/","http://dl.acm.org/proceedings/softvis/archive/"
"Conference Proceedings","SpringSim: Spring Simulation Multiconference","","","","2007 (March 2007)","2013 (April 2013)","http://dl.acm.org/proceedings/springsim/","http://dl.acm.org/proceedings/springsim/archive/"
"Conference Proceedings","StReBio: Statistical and Relational Learning in Bioinformatics","","","","2009 (June 2009)","2009 (June 2009)","http://dl.acm.org/proceedings/strebio/","http://dl.acm.org/proceedings/strebio/archive/"
"Conference Proceedings","StorageSS: Storage Security and Survivability","","","","2005 (November 2005)","2008 (October 2008)","http://dl.acm.org/proceedings/storagess/","http://dl.acm.org/proceedings/storagess/archive/"
"Conference Proceedings","StreamKDD: Novel Data Stream Pattern Mining Techniques","","","","2010 (July 2010)","2010 (July 2010)","http://dl.acm.org/proceedings/streamkdd/","http://dl.acm.org/proceedings/streamkdd/archive/"
"Conference Proceedings","TAMODIA: Task Models and Diagrams","","","","2004 (November 2004)","2005 (September 2005)","http://dl.acm.org/proceedings/tamodia/","http://dl.acm.org/proceedings/tamodia/archive/"
"Conference Proceedings","TAPAS: Technology and Policy for Accessing Spectrum","","","","2006 (August 2006)","2006 (August 2006)","http://dl.acm.org/proceedings/tapas/","http://dl.acm.org/proceedings/tapas/archive/"
"Conference Proceedings","TAPIA: Diversity in Computing","","","","2003 (October 2003)","2009 (April 2009)","http://dl.acm.org/proceedings/tapia/","http://dl.acm.org/proceedings/tapia/archive/"
"Conference Proceedings","TAPP: Theory and Practice of Provenance","","","","2010 (February 2010)","2013 (April 2013)","http://dl.acm.org/proceedings/tapp/","http://dl.acm.org/proceedings/tapp/archive/"
"Conference Proceedings","TARK: Theoretical Aspects of Rationality and Knowledge","","","","1986 (March 1986)","2011 (July 2011)","http://dl.acm.org/proceedings/tark/","http://dl.acm.org/proceedings/tark/archive/"
"Conference Proceedings","TAU: Timing Iissues in the Specification and Synthesis of Digital Systems","","","","2002 (December 2002)","2002 (December 2002)","http://dl.acm.org/proceedings/tau/","http://dl.acm.org/proceedings/tau/archive/"
"Conference Proceedings","TAV: Testing, Analysis and Verification","","","","1989 (November 1989)","2008 (July 2008)","http://dl.acm.org/proceedings/tav/","http://dl.acm.org/proceedings/tav/archive/"
"Conference Proceedings","TEFSE: Traceability in Emerging Forms of Software Engineering","","","","2005 (November 2005)","2011 (May 2011)","http://dl.acm.org/proceedings/tefse/","http://dl.acm.org/proceedings/tefse/archive/"
"Conference Proceedings","TEI: Tangible and Embedded Interaction","","","","2007 (February 2007)","2019 (March 2019)","http://dl.acm.org/proceedings/tei/","http://dl.acm.org/proceedings/tei/archive/"
"Conference Proceedings","TG: TeraGrid","","","","2010 (August 2010)","2011 (July 2011)","http://dl.acm.org/proceedings/tg/","http://dl.acm.org/proceedings/tg/archive/"
"Conference Proceedings","TINLAP: Theoretical Issues in Natural Language Processing","","","","1975 (June 1975)","1987 (January 1987)","http://dl.acm.org/proceedings/tinlap/","http://dl.acm.org/proceedings/tinlap/archive/"
"Conference Proceedings","TLDI: Types in Language Design and Implentation","","","","2003 (January 2003)","2012 (January 2012)","http://dl.acm.org/proceedings/tldi/","http://dl.acm.org/proceedings/tldi/archive/"
"Conference Proceedings","TMBIO: Text Mining in Bioinformatics","","","","2006 (November 2006)","2006 (November 2006)","http://dl.acm.org/proceedings/tmbio/","http://dl.acm.org/proceedings/tmbio/archive/"
"Conference Proceedings","TMR: Tagging, Mining and Retrieval","","","","2007 (November 2007)","2007 (November 2007)","http://dl.acm.org/proceedings/tmr/","http://dl.acm.org/proceedings/tmr/archive/"
"Conference Proceedings","TRI-Ada: TRI-Ada","","","","1989 (January 1989)","1997 (November 1997)","http://dl.acm.org/proceedings/tri-ada/","http://dl.acm.org/proceedings/tri-ada/archive/"
"Conference Proceedings","TSA: Topic-Sentiment Analysis for Mass Opinion","","","","2009 (November 2009)","2009 (November 2009)","http://dl.acm.org/proceedings/tsa/","http://dl.acm.org/proceedings/tsa/archive/"
"Conference Proceedings","TT: Software Technology Transfer in Software Engineering","","","","2006 (May 2006)","2006 (May 2006)","http://dl.acm.org/proceedings/tt/","http://dl.acm.org/proceedings/tt/archive/"
"Conference Proceedings","TVS: TRECVid Video Summarization","","","","2007 (September 2007)","2008 (October 2008)","http://dl.acm.org/proceedings/tvs/","http://dl.acm.org/proceedings/tvs/archive/"
"Conference Proceedings","TridentCom: Testbeds and Research Infrastructures for the Development of Networks &#38; Communities","","","","2008 (March 2008)","2008 (March 2008)","http://dl.acm.org/proceedings/tridentcom/","http://dl.acm.org/proceedings/tridentcom/archive/"
"Conference Proceedings","U-NET: User-Provided Networking","","","","2009 (December 2009)","2009 (December 2009)","http://dl.acm.org/proceedings/u-net/","http://dl.acm.org/proceedings/u-net/archive/"
"Conference Proceedings","U: Knowledge Discovery from Uncertain Data","","","","2009 (June 2009)","2009 (June 2009)","http://dl.acm.org/proceedings/u/","http://dl.acm.org/proceedings/u/archive/"
"Conference Proceedings","UBDM: Utility-Based Data Mining","","","","2005 (August 2005)","2005 (August 2005)","http://dl.acm.org/proceedings/ubdm/","http://dl.acm.org/proceedings/ubdm/archive/"
"Conference Proceedings","UCHPC-MAW: UnConventional High Performance Computing Workshop plus Memory Access Workshop","","","","2009 (May 2009)","2009 (May 2009)","http://dl.acm.org/proceedings/uchpc-maw/","http://dl.acm.org/proceedings/uchpc-maw/archive/"
"Conference Proceedings","UCVP: Use of Context in Vision Processing","","","","2009 (November 2009)","2009 (November 2009)","http://dl.acm.org/proceedings/ucvp/","http://dl.acm.org/proceedings/ucvp/archive/"
"Conference Proceedings","UIST: User Interface Software and Technology","","","","1988 (January 1988)","2018 (October 2018)","http://dl.acm.org/proceedings/uist/","http://dl.acm.org/proceedings/uist/archive/"
"Conference Proceedings","ULSSIS: Ultra-Large-Scale Software-Intensive Systems","","","","2008 (May 2008)","2008 (May 2008)","http://dl.acm.org/proceedings/ulssis/","http://dl.acm.org/proceedings/ulssis/archive/"
"Conference Proceedings","UML: Unified Modeling Language","","","","1999 (October 1999)","2000 (October 2000)","http://dl.acm.org/proceedings/uml/","http://dl.acm.org/proceedings/uml/archive/"
"Conference Proceedings","UODIGS: User-Oriented Design of Interactive Graphics Systems","","","","1977 (October 1976)","1977 (October 1976)","http://dl.acm.org/proceedings/uodigs/","http://dl.acm.org/proceedings/uodigs/archive/"
"Conference Proceedings","UP: Useful Patterns","","","","2010 (July 2010)","2010 (July 2010)","http://dl.acm.org/proceedings/up/","http://dl.acm.org/proceedings/up/archive/"
"Conference Proceedings","UPGRADE: Use of P2P, GRID and Agents for the Development of Content Networks","","","","2007 (June 2007)","2009 (June 2009)","http://dl.acm.org/proceedings/upgrade/","http://dl.acm.org/proceedings/upgrade/archive/"
"Conference Proceedings","UXTV: Designing Interactive User Experiences for TV and Video","","","","2008 (October 2008)","2008 (October 2008)","http://dl.acm.org/proceedings/uxtv/","http://dl.acm.org/proceedings/uxtv/archive/"
"Conference Proceedings","UbiComp: Ubiquitous Computing","","","","2001 (September 2001)","2018 (October 2018)","http://dl.acm.org/proceedings/ubicomp/","http://dl.acm.org/proceedings/ubicomp/archive/"
"Conference Proceedings","UbiMob: Mobility and Ubiquity Computing","","","","2004 (June 2004)","2009 (July 2009)","http://dl.acm.org/proceedings/ubimob/","http://dl.acm.org/proceedings/ubimob/archive/"
"Conference Proceedings","UltraVis: Ultrascale Visualization","","","","2009 (November 2009)","2013 (November 2013)","http://dl.acm.org/proceedings/ultravis/","http://dl.acm.org/proceedings/ultravis/archive/"
"Conference Proceedings","VAKD: Visual Analytics and Knowledge Discovery","","","","2009 (June 2009)","2009 (June 2009)","http://dl.acm.org/proceedings/vakd/","http://dl.acm.org/proceedings/vakd/archive/"
"Conference Proceedings","VANET: VehiculAr InterNETworking","","","","2004 (October 2004)","2013 (June 2013)","http://dl.acm.org/proceedings/vanet/","http://dl.acm.org/proceedings/vanet/archive/"
"Conference Proceedings","VAST: Visual Analytics Science and Technology","","","","2001 (November 2001)","2009 (September 2009)","http://dl.acm.org/proceedings/vast/","http://dl.acm.org/proceedings/vast/archive/"
"Conference Proceedings","VDTS: Virtualization Technology for Dependable Systems","","","","2009 (March 2009)","2009 (March 2009)","http://dl.acm.org/proceedings/vdts/","http://dl.acm.org/proceedings/vdts/archive/"
"Conference Proceedings","VEE: Virtual Execution Environments","","","","2005 (June 2005)","2019 (April 2019)","http://dl.acm.org/proceedings/vee/","http://dl.acm.org/proceedings/vee/archive/"
"Conference Proceedings","VG: Volume Graphics","","","","2003 (July 2003)","2005 (June 2005)","http://dl.acm.org/proceedings/vg/","http://dl.acm.org/proceedings/vg/archive/"
"Conference Proceedings","VIS: Visualization","","","","1990 (October 1990)","2004 (October 2004)","http://dl.acm.org/proceedings/vis/","http://dl.acm.org/proceedings/vis/archive/"
"Conference Proceedings","VISA: Virtualized Infrastructure Systems and Architectures","","","","2009 (August 2009)","2010 (September 2010)","http://dl.acm.org/proceedings/visa/","http://dl.acm.org/proceedings/visa/archive/"
"Conference Proceedings","VISSYM: Symposium on Data Visualisation","","","","2002 (May 2002)","2004 (May 2004)","http://dl.acm.org/proceedings/vissym/","http://dl.acm.org/proceedings/vissym/archive/"
"Conference Proceedings","VLDB-Conf: Very Large Data Bases","","","","1975 (September 1975)","2007 (September 2007)","http://dl.acm.org/proceedings/vldb/","http://dl.acm.org/proceedings/vldb/archive/"
"Conference Proceedings","VLS-MCMR: Very-Large-Scale Multimedia Corpus, Mining and Retrieval","","","","2010 (October 2010)","2010 (October 2010)","http://dl.acm.org/proceedings/vls-mcmr/","http://dl.acm.org/proceedings/vls-mcmr/archive/"
"Conference Proceedings","VMIL: Virtual Machines and Intermediate Languages","","","","2007 (March 2007)","2018 (November 2018)","http://dl.acm.org/proceedings/vmil/","http://dl.acm.org/proceedings/vmil/archive/"
