"Contents of the DL"
"CONTENT TYPE","TITLE","ABBR","ISSN","e-ISSN","PUBLICATION RANGE: START","PUBLICATION RANGE: LATEST PUBLISHED","SHORTCUT URL","ARCHIVE URL"
"Conference Proceedings","EPIA: Progress in Artificial Intelligence","","","","2007 (December 2007)","2007 (December 2007)","http://dl.acm.org/proceedings/epia/","http://dl.acm.org/proceedings/epia/archive/"
"Conference Proceedings","ERLANG: ERLANG","","","","2002 (October 2002)","2018 (September 2018)","http://dl.acm.org/proceedings/erlang/","http://dl.acm.org/proceedings/erlang/archive/"
"Conference Proceedings","ESAIR: Exploiting Semantic Annotations in Information Retrieval","","","","2009 (February 2009)","2015 (October 2015)","http://dl.acm.org/proceedings/esair/","http://dl.acm.org/proceedings/esair/archive/"
"Conference Proceedings","ESC: Economics of Software and Computation","","","","2007 (May 2007)","2017 (November 2017)","http://dl.acm.org/proceedings/esc/","http://dl.acm.org/proceedings/esc/archive/"
"Conference Proceedings","ESEC/FSE: European Software Engineering Conference / Foundations of Software Engineering","","","","1997 (November 1997)","2018 (October 2018)","http://dl.acm.org/proceedings/esec/fse/","http://dl.acm.org/proceedings/esec/fse/archive/"
"Conference Proceedings","ESEM: Empirical Software Engineering and Measurement","","","","2007 (September 2007)","2018 (October 2018)","http://dl.acm.org/proceedings/esem/","http://dl.acm.org/proceedings/esem/archive/"
"Conference Proceedings","ESP: Empirical Studies of Programmers","","","","1997 (October 1997)","1997 (October 1997)","http://dl.acm.org/proceedings/esp/","http://dl.acm.org/proceedings/esp/archive/"
"Conference Proceedings","ESSPE: Engineering of Software Services for Pervasive Environments","","","","2007 (September 2007)","2007 (September 2007)","http://dl.acm.org/proceedings/esspe/","http://dl.acm.org/proceedings/esspe/archive/"
"Conference Proceedings","ESTMED: Embedded Systems for Real Time Multimedia","","","","2006 (October 2006)","2006 (October 2006)","http://dl.acm.org/proceedings/estmed/","http://dl.acm.org/proceedings/estmed/archive/"
"Conference Proceedings","ETOOS: Testing Object-Oriented Systems","","","","2010 (June 2010)","2010 (June 2010)","http://dl.acm.org/proceedings/etoos/","http://dl.acm.org/proceedings/etoos/archive/"
"Conference Proceedings","ETP: Effective Telepresence","","","","2003 (November 2003)","2004 (October 2004)","http://dl.acm.org/proceedings/etp/","http://dl.acm.org/proceedings/etp/archive/"
"Conference Proceedings","ETRA: Eye Tracking Research and Applications","","","","2000 (November 2000)","2018 (June 2018)","http://dl.acm.org/proceedings/etra/","http://dl.acm.org/proceedings/etra/archive/"
"Conference Proceedings","EURO-DAC: European Design Automation","","","","1990 (March 1990)","1996 (September 1996)","http://dl.acm.org/proceedings/euro-dac/","http://dl.acm.org/proceedings/euro-dac/archive/"
"Conference Proceedings","EUROSEC: European Workshop on System Security","","","","2008 (March 2008)","2019 (March 2019)","http://dl.acm.org/proceedings/eurosec/","http://dl.acm.org/proceedings/eurosec/archive/"
"Conference Proceedings","EUSAI: European Union symposium on Ambient intelligence","","","","2004 (November 2004)","2004 (November 2004)","http://dl.acm.org/proceedings/eusai/","http://dl.acm.org/proceedings/eusai/archive/"
"Conference Proceedings","EW: ACM SIGOPS European Workshop","","","","1985 (January 1985)","2004 (September 2004)","http://dl.acm.org/proceedings/ew/","http://dl.acm.org/proceedings/ew/archive/"
"Conference Proceedings","EiMM: Events in Multimedia","","","","2009 (October 2009)","2010 (October 2010)","http://dl.acm.org/proceedings/eimm/","http://dl.acm.org/proceedings/eimm/archive/"
"Conference Proceedings","EmNets: Embedded Networked Sensors","","","","2005 (April 2005)","2007 (June 2007)","http://dl.acm.org/proceedings/emnets/","http://dl.acm.org/proceedings/emnets/archive/"
"Conference Proceedings","Emme: Educational Multimedia and Multimedia Education","","","","2007 (September 2007)","2007 (September 2007)","http://dl.acm.org/proceedings/emme/","http://dl.acm.org/proceedings/emme/archive/"
"Conference Proceedings","Ergo'IA: Ergonomie et Informatique Avancee Conference","","","","2010 (October 2010)","2014 (October 2014)","http://dl.acm.org/proceedings/ergo'ia/","http://dl.acm.org/proceedings/ergo'ia/archive/"
"Conference Proceedings","EuroITV: Interactive TV &#38; Video","","","","2007 (May 2007)","2013 (June 2013)","http://dl.acm.org/proceedings/euroitv/","http://dl.acm.org/proceedings/euroitv/archive/"
"Conference Proceedings","EuroSys: European Conference on Computer Systems","","","","2006 (April 2006)","2019 (March 2019)","http://dl.acm.org/proceedings/eurosys/","http://dl.acm.org/proceedings/eurosys/archive/"
"Conference Proceedings","ExpCS: Experimental Computer Science","","","","2007 (June 2007)","2007 (June 2007)","http://dl.acm.org/proceedings/expcs/","http://dl.acm.org/proceedings/expcs/archive/"
"Conference Proceedings","FAA: Facial Analysis and Animation","","","","2010 (October 2010)","2015 (September 2015)","http://dl.acm.org/proceedings/faa/","http://dl.acm.org/proceedings/faa/archive/"
"Conference Proceedings","FAST: File and Storage Technologies","","","","2005 (December 2005)","2015 (February 2015)","http://dl.acm.org/proceedings/fast/","http://dl.acm.org/proceedings/fast/archive/"
"Conference Proceedings","FDG: Foundations of Digital Games","","","","2009 (April 2009)","2018 (August 2018)","http://dl.acm.org/proceedings/fdg/","http://dl.acm.org/proceedings/fdg/archive/"
"Conference Proceedings","FDNA: Future Directions in Network Architectures","","","","2003 (August 2003)","2004 (August 2004)","http://dl.acm.org/proceedings/fdna/","http://dl.acm.org/proceedings/fdna/archive/"
"Conference Proceedings","FDPE: Functional and Declarative Progamming in Education","","","","2005 (September 2005)","2008 (September 2008)","http://dl.acm.org/proceedings/fdpe/","http://dl.acm.org/proceedings/fdpe/archive/"
"Conference Proceedings","FIT: Frontiers of Information Technology","","","","2009 (December 2009)","2010 (December 2010)","http://dl.acm.org/proceedings/fit/","http://dl.acm.org/proceedings/fit/archive/"
"Conference Proceedings","FLOSS: Emerging Trends in Free/Libre/Open Source Software Research and Development","","","","2007 (May 2007)","2010 (May 2010)","http://dl.acm.org/proceedings/floss/","http://dl.acm.org/proceedings/floss/archive/"
"Conference Proceedings","FMICS: Formal Methods for Industrial Critical Systems","","","","2005 (September 2005)","2005 (September 2005)","http://dl.acm.org/proceedings/fmics/","http://dl.acm.org/proceedings/fmics/archive/"
"Conference Proceedings","FMSE: Formal Methods in Security Engineering","","","","2003 (October 2003)","2008 (October 2008)","http://dl.acm.org/proceedings/fmse/","http://dl.acm.org/proceedings/fmse/archive/"
"Conference Proceedings","FMSP: Formal Methods in Software Practice","","","","1998 (March 1998)","2000 (August 2000)","http://dl.acm.org/proceedings/fmsp/","http://dl.acm.org/proceedings/fmsp/archive/"
"Conference Proceedings","FOAL: Foundations of Aspect-Oriented Languages","","","","2007 (March 2007)","2014 (April 2014)","http://dl.acm.org/proceedings/foal/","http://dl.acm.org/proceedings/foal/archive/"
"Conference Proceedings","FOGA: Foundations of Genetic Algorithms","","","","2007 (January 2007)","2017 (January 2017)","http://dl.acm.org/proceedings/foga/","http://dl.acm.org/proceedings/foga/archive/"
"Conference Proceedings","FOIS: Formal Ontology in Information Systems","","","","2001 (October 2001)","2001 (October 2001)","http://dl.acm.org/proceedings/fois/","http://dl.acm.org/proceedings/fois/archive/"
"Conference Proceedings","FORTH: FORTH","","","","1989 (January 1989)","1992 (December 1993)","http://dl.acm.org/proceedings/forth/","http://dl.acm.org/proceedings/forth/archive/"
"Conference Proceedings","FOSD: Feature-Oriented Software Development","","","","2009 (October 2009)","2017 (October 2017)","http://dl.acm.org/proceedings/fosd/","http://dl.acm.org/proceedings/fosd/archive/"
"Conference Proceedings","FOSE: Future of Software Engineering","","","","2007 (May 2007)","2014 (May 2014)","http://dl.acm.org/proceedings/fose/","http://dl.acm.org/proceedings/fose/archive/"
"Conference Proceedings","FOWANC: Foundations of Wireless Ad-Hoc and Sensor Networking and Computing","","","","2008 (May 2008)","2009 (May 2009)","http://dl.acm.org/proceedings/fowanc/","http://dl.acm.org/proceedings/fowanc/archive/"
"Conference Proceedings","FPCA: Functional Programming Languages and Computer Architecture","","","","1981 (October 1981)","1995 (October 1995)","http://dl.acm.org/proceedings/fpca/","http://dl.acm.org/proceedings/fpca/archive/"
"Conference Proceedings","FPGA: Field Programmable Gate Arrays","","","","1995 (February 1995)","2019 (February 2019)","http://dl.acm.org/proceedings/fpga/","http://dl.acm.org/proceedings/fpga/archive/"
"Conference Proceedings","FPGAworld: FPGAworld","","","","2009 (September 2009)","2017 (September 2017)","http://dl.acm.org/proceedings/fpgaworld/","http://dl.acm.org/proceedings/fpgaworld/archive/"
"Conference Proceedings","FSEDS: Foundations of Software Engineering Doctoral Symposium","","","","2008 (October 2008)","2008 (October 2008)","http://dl.acm.org/proceedings/fseds/","http://dl.acm.org/proceedings/fseds/archive/"
"Conference Proceedings","FSEN: Fundamentals of Software Engineering","","","","2007 (April 2007)","2007 (April 2007)","http://dl.acm.org/proceedings/fsen/","http://dl.acm.org/proceedings/fsen/archive/"
"Conference Proceedings","FSM: Functional Size Measurement","","","","2010 (June 2010)","2010 (June 2010)","http://dl.acm.org/proceedings/fsm/","http://dl.acm.org/proceedings/fsm/archive/"
"Conference Proceedings","FTfJP: Formal Techniques for Java-like Programs","","","","2009 (July 2009)","2017 (June 2017)","http://dl.acm.org/proceedings/ftfjp/","http://dl.acm.org/proceedings/ftfjp/archive/"
"Conference Proceedings","FeBiD: International Workshop on Feedback Control Implementation and Design in Computing Systems and Networks","","","","2010 (April 2010)","2010 (April 2010)","http://dl.acm.org/proceedings/febid/","http://dl.acm.org/proceedings/febid/archive/"
"Conference Proceedings","FoSER: Future of Software Engineering Research","","","","2010 (November 2010)","2010 (November 2010)","http://dl.acm.org/proceedings/foser/","http://dl.acm.org/proceedings/foser/archive/"
"Conference Proceedings","Fun and Games: Fun and Games","","","","2010 (September 2010)","2010 (September 2010)","http://dl.acm.org/proceedings/funandgames/","http://dl.acm.org/proceedings/funandgames/archive/"
"Conference Proceedings","Future Play: Future Play","","","","2007 (November 2007)","2010 (May 2010)","http://dl.acm.org/proceedings/futureplay/","http://dl.acm.org/proceedings/futureplay/archive/"
"Conference Proceedings","GCE: Grid Computing Environments","","","","2009 (November 2009)","2014 (November 2014)","http://dl.acm.org/proceedings/gce/","http://dl.acm.org/proceedings/gce/archive/"
"Conference Proceedings","GCM: Green Computing","","","","2010 (November 2010)","2011 (December 2011)","http://dl.acm.org/proceedings/gcm/","http://dl.acm.org/proceedings/gcm/archive/"
"Conference Proceedings","GDCSE: Game Development in Computer Science Education","","","","2008 (February 2008)","2008 (February 2008)","http://dl.acm.org/proceedings/gdcse/","http://dl.acm.org/proceedings/gdcse/archive/"
"Conference Proceedings","GEC: Genetic and Evolutionary Computation","","","","2009 (June 2009)","2009 (June 2009)","http://dl.acm.org/proceedings/gec/","http://dl.acm.org/proceedings/gec/archive/"
"Conference Proceedings","GECCO: Genetic and Evolutionary Computation Conference","","","","1996 (July 1996)","2018 (July 2018)","http://dl.acm.org/proceedings/gecco/","http://dl.acm.org/proceedings/gecco/archive/"
"Conference Proceedings","GH: Graphics Hardware","","","","1997 (August 1997)","2008 (June 2008)","http://dl.acm.org/proceedings/gh/","http://dl.acm.org/proceedings/gh/archive/"
"Conference Proceedings","GI: Graphics Interface","","","","2004 (May 2004)","2018 (June 2018)","http://dl.acm.org/proceedings/gi/","http://dl.acm.org/proceedings/gi/archive/"
"Conference Proceedings","GIR: Geographic Information Retrieval","","","","2005 (November 2005)","2018 (November 2018)","http://dl.acm.org/proceedings/gir/","http://dl.acm.org/proceedings/gir/archive/"
"Conference Proceedings within Hosted Content","GIS: Geographic Information Systems","","","","1996 (November 1996)","2018 (November 2018)","http://dl.acm.org/proceedings/gis/","http://dl.acm.org/proceedings/gis/archive/"
"Conference Proceedings","GLSVLSI: Great Lakes Symposium on VLSI","","","","1995 (March 1995)","2018 (May 2018)","http://dl.acm.org/proceedings/glsvlsi/","http://dl.acm.org/proceedings/glsvlsi/archive/"
"Conference Proceedings","GMAC: Grids Meets Autonomic Computing","","","","2009 (June 2009)","2010 (June 2010)","http://dl.acm.org/proceedings/gmac/","http://dl.acm.org/proceedings/gmac/archive/"
"Conference Proceedings","GMW: Grid Monitoring","","","","2007 (June 2007)","2007 (June 2007)","http://dl.acm.org/proceedings/gmw/","http://dl.acm.org/proceedings/gmw/archive/"
"Conference Proceedings","GPCE: Generative Programming and Component Engineering","","","","2002 (October 2002)","2018 (November 2018)","http://dl.acm.org/proceedings/gpce/","http://dl.acm.org/proceedings/gpce/archive/"
"Conference Proceedings","GPGPU: General Purpose Processing on Graphics Processing Units","","","","2009 (March 2009)","2019 (April 2019)","http://dl.acm.org/proceedings/gpgpu/","http://dl.acm.org/proceedings/gpgpu/archive/"
"Conference Proceedings","GRAPHITE: Computer Graphics and Interactive Techniques in Australia and South East Asia","","","","2003 (February 2003)","2007 (December 2007)","http://dl.acm.org/proceedings/graphite/","http://dl.acm.org/proceedings/graphite/archive/"
"Conference Proceedings","GRID: Grid Computing","","","","2003 (November 2003)","2008 (September 2008)","http://dl.acm.org/proceedings/grid/","http://dl.acm.org/proceedings/grid/archive/"
"Conference Proceedings","GROUP: Supporting Group Work","","","","1997 (November 1997)","2018 (January 2018)","http://dl.acm.org/proceedings/group/","http://dl.acm.org/proceedings/group/archive/"
"Conference Proceedings","GRaMoT: Graph and Model Transformations","","","","2008 (May 2008)","2008 (May 2008)","http://dl.acm.org/proceedings/gramot/","http://dl.acm.org/proceedings/gramot/archive/"
"Conference Proceedings","GSD: Global Software Development for the Practitioner","","","","2006 (May 2006)","2006 (May 2006)","http://dl.acm.org/proceedings/gsd/","http://dl.acm.org/proceedings/gsd/archive/"
"Conference Proceedings","GTIP: Governance of Technology, Information, and Policies","","","","2010 (December 2010)","2011 (December 2011)","http://dl.acm.org/proceedings/gtip/","http://dl.acm.org/proceedings/gtip/archive/"
"Conference Proceedings","GaMMa: Global Integrated Model Management","","","","2006 (May 2006)","2006 (May 2006)","http://dl.acm.org/proceedings/gamma/","http://dl.acm.org/proceedings/gamma/archive/"
